# PDOK Locatieserver woonplaats centroids (WGS84); CC0, Kadaster
place,municipality,province,lat,lon
Miedum,Leeuwarden,Fryslân,53.23614,5.84038
Mierlo,Geldrop-Mierlo,Noord-Brabant,51.43923,5.61066
Mijdrecht,De Ronde Venen,Utrecht,52.21201,4.85391
Mijnsheerenland,Hoeksche Waard,Zuid-Holland,51.80348,4.48724
Mildam,Heerenveen,Fryslân,52.93848,5.99558
Milheeze,Gemert-Bakel,Noord-Brabant,51.51388,5.79309
Mill,Land van Cuijk,Noord-Brabant,51.69255,5.77547
Millingen aan de Rijn,Berg en Dal,Gelderland,51.86219,6.02884
Milsbeek,Gennep,Limburg,51.72739,5.95000
Minnertsga,Waadhoeke,Fryslân,53.24807,5.59195
Mirns,De Fryske Marren,Fryslân,52.81103,5.41738
Mitselwier,Noardeast-Fryslân,Fryslân,53.36117,6.06909
Moarre,Noardeast-Fryslân,Fryslân,53.36583,6.09349
Moddergat,Noardeast-Fryslân,Fryslân,53.40150,6.06975
Moerdijk,Moerdijk,Noord-Brabant,51.68870,4.60551
Moergestel,Oisterwijk,Noord-Brabant,51.53370,5.18645
Moerkapelle,Zuidplas,Zuid-Holland,52.04924,4.58623
Moerstraten,Roosendaal,Noord-Brabant,51.53868,4.34202
Molenaarsgraaf,Molenlanden,Zuid-Holland,51.86747,4.82684
Molenhoek,Mook en Middelaar,Limburg,51.76983,5.88032
Molenschot,Gilze en Rijen,Noord-Brabant,51.56357,4.88511
Molkwerum,Súdwest-Fryslân,Fryslân,52.90226,5.39610
Monnickendam,Waterland,Noord-Holland,52.45618,5.02920
Monster,Westland,Zuid-Holland,52.03398,4.17954
Montfoort,Montfoort,Utrecht,52.04041,4.95839
Montfort,Roerdalen,Limburg,51.12848,5.94647
Mook,Mook en Middelaar,Limburg,51.75589,5.89433
Mookhoek,Hoeksche Waard,Zuid-Holland,51.75238,4.59605
Moordrecht,Zuidplas,Zuid-Holland,51.99509,4.65954
Moorveld,Meerssen,Limburg,50.91522,5.76226
Muiden,Gooise Meren,Noord-Holland,52.34771,5.07089
Muiderberg,Gooise Meren,Noord-Holland,52.31904,5.10797
Munnekeburen,Weststellingwerf,Fryslân,52.84836,5.87720
Munnekezijl,Noardeast-Fryslân,Fryslân,53.32128,6.25860
Munstergeleen,Sittard-Geleen,Limburg,50.97275,5.86417
Muntendam,Midden-Groningen,Groningen,53.14148,6.86930
Mussel,Stadskanaal,Groningen,52.95759,7.04723
Musselkanaal,Stadskanaal,Groningen,52.95033,7.00409
Mûnein,Tytsjerksteradiel,Fryslân,53.24755,5.92716
Naaldwijk,Westland,Zuid-Holland,51.99348,4.20933
Naarden,Gooise Meren,Noord-Holland,52.30307,5.16193
Nagele,Noordoostpolder,Flevoland,52.63870,5.71517
Nederasselt,Heumen,Gelderland,51.76803,5.75321
Nederhemert,Zaltbommel,Gelderland,51.75874,5.15139
Nederhorst den Berg,Wijdemeren,Noord-Holland,52.25814,5.06065
Nederland,Steenwijkerland,Overijssel,52.75180,5.96779
Nederweert,Nederweert,Limburg,51.29561,5.72250
Nederweert-Eind,Nederweert,Limburg,51.27807,5.80769
Neede,Berkelland,Gelderland,52.14763,6.59221
Neer,Leudal,Limburg,51.27261,5.97536
Neerijnen,West Betuwe,Gelderland,51.84354,5.28286
Neeritter,Leudal,Limburg,51.16458,5.79113
Neerkant,Deurne,Noord-Brabant,51.37263,5.86974
Neerlangel,Oss,Noord-Brabant,51.80658,5.64443
Neerloon,Oss,Noord-Brabant,51.78664,5.67428
Nes,Ameland,Fryslân,53.42863,5.75905
Nes,Heerenveen,Fryslân,53.06740,5.85534
Nes,Noardeast-Fryslân,Fryslân,53.43970,6.04419
Netersel,Bladel,Noord-Brabant,51.41338,5.20828
Netterden,Oude IJsselstreek,Gelderland,51.85879,6.32243
Nibbixwoud,Medemblik,Noord-Holland,52.69155,5.06267
Niebert,Westerkwartier,Groningen,53.15661,6.32567
Niehove,Westerkwartier,Groningen,53.28606,6.35410
Niekerk,Het Hogeland,Groningen,53.34185,6.32393
Niekerk,Westerkwartier,Groningen,53.22622,6.36812
Nietap,Noordenveld,Drenthe,53.16357,6.41186
Nieuw Annerveen,Aa en Hunze,Drenthe,53.06939,6.78050
Nieuw Beerta,Oldambt,Groningen,53.18716,7.16480
Nieuw Heeten,Raalte,Overijssel,52.32197,6.32816
Nieuw Namen,Hulst,Zeeland,51.33943,4.16786
Nieuw Scheemda,Oldambt,Groningen,53.21390,6.93711
Nieuw- en Sint Joosland,Middelburg,Zeeland,51.48299,3.66951
Nieuw-Amsterdam,Emmen,Drenthe,52.71583,6.87369
Nieuw-Balinge,Midden-Drenthe,Drenthe,52.77160,6.59913
Nieuw-Beijerland,Hoeksche Waard,Zuid-Holland,51.79954,4.36714
Nieuw-Buinen,Borger-Odoorn,Drenthe,52.95322,6.92547
Nieuw-Dordrecht,Emmen,Drenthe,52.74334,6.96212
Nieuw-Lekkerland,Molenlanden,Zuid-Holland,51.88605,4.69738
Nieuw-Roden,Noordenveld,Drenthe,53.12453,6.38359
Nieuw-Schoonebeek,Emmen,Drenthe,52.64809,6.99232
Nieuw-Vennep,Haarlemmermeer,Noord-Holland,52.26381,4.63563
Nieuw-Vossemeer,Steenbergen,Noord-Brabant,51.58676,4.22643
Nieuw-Weerdinge,Emmen,Drenthe,52.84558,6.97555
Nieuwaal,Zaltbommel,Gelderland,51.80874,5.17058
Nieuwdorp,Borsele,Zeeland,51.45899,3.72887
Nieuwe Niedorp,Hollands Kroon,Noord-Holland,52.73624,4.89639
Nieuwe Pekela,Pekela,Groningen,53.05464,6.95567
Nieuwe Wetering,Kaag en Braassem,Zuid-Holland,52.20741,4.61261
Nieuwe-Tonge,Goeree-Overflakkee,Zuid-Holland,51.70780,4.14902
Nieuwebrug,Heerenveen,Fryslân,52.99003,5.88325
Nieuwediep,Aa en Hunze,Drenthe,53.03412,6.86536
Nieuwegein,Nieuwegein,Utrecht,52.03082,5.09467
Nieuwehorne,Heerenveen,Fryslân,52.94296,6.06135
Nieuwendijk,Altena,Noord-Brabant,51.77413,4.91668
Nieuwer Ter Aa,Stichtse Vecht,Utrecht,52.20098,4.97510
Nieuwerbrug aan den Rijn,Bodegraven-Reeuwijk,Zuid-Holland,52.08307,4.80623
Nieuwerkerk,Schouwen-Duiveland,Zeeland,51.65642,3.99264
Nieuwerkerk aan den IJssel,Zuidplas,Zuid-Holland,51.96559,4.61830
Nieuweroord,Hoogeveen,Drenthe,52.72670,6.56979
Nieuweroord,Midden-Drenthe,Drenthe,52.74970,6.58168
Nieuwersluis,Stichtse Vecht,Utrecht,52.19626,5.00910
Nieuweschoot,Heerenveen,Fryslân,52.92421,5.93399
Nieuwkoop,Nieuwkoop,Zuid-Holland,52.14612,4.78834
Nieuwkuijk,Heusden,Noord-Brabant,51.69334,5.17837
Nieuwland,Vijfheerenlanden,Utrecht,51.89184,5.02361
Nieuwlande,Hoogeveen,Drenthe,52.69223,6.61770
Nieuwlande Coevorden,Coevorden,Drenthe,52.70249,6.63804
Nieuwleusen,Dalfsen,Overijssel,52.57693,6.26314
Nieuwolda,Oldambt,Groningen,53.24264,6.99963
Nieuwpoort,Molenlanden,Zuid-Holland,51.93248,4.87055
Nieuwstadt,Echt-Susteren,Limburg,51.04012,5.86127
Nieuwveen,Nieuwkoop,Zuid-Holland,52.20496,4.76531
Nieuwvliet,Sluis,Zeeland,51.37374,3.46416
Niezijl,Westerkwartier,Groningen,53.26550,6.33745
Niftrik,Wijchen,Gelderland,51.80083,5.67759
Nigtevecht,Stichtse Vecht,Utrecht,52.27223,5.03231
Nij Altoenae,Waadhoeke,Fryslân,53.29651,5.65321
Nij Beets,Opsterland,Fryslân,53.06640,5.98841
Nijbroek,Voorst,Gelderland,52.29559,6.06049
Nijeberkoop,Ooststellingwerf,Fryslân,52.95883,6.18112
Nijega,Smallingerland,Fryslân,53.12790,6.02759
Nijehaske,De Fryske Marren,Fryslân,52.95842,5.89807
Nijeholtpade,Weststellingwerf,Fryslân,52.91722,6.08085
Nijeholtwolde,Weststellingwerf,Fryslân,52.90233,5.96970
Nijelamer,Weststellingwerf,Fryslân,52.89155,5.94392
Nijemirdum,De Fryske Marren,Fryslân,52.84854,5.58417
Nijensleek,Westerveld,Drenthe,52.84118,6.15677
Nijetrijne,Weststellingwerf,Fryslân,52.83713,5.91149
Nijeveen,Meppel,Drenthe,52.73654,6.16153
Nijewier,Noardeast-Fryslân,Fryslân,53.36049,6.04370
Nijhuizum,Súdwest-Fryslân,Fryslân,52.98604,5.49051
Nijkerk,Nijkerk,Gelderland,52.21798,5.48891
Nijkerkerveen,Nijkerk,Gelderland,52.19448,5.46823
Nijland,Súdwest-Fryslân,Fryslân,53.05349,5.58505
Nijlande,Aa en Hunze,Drenthe,52.97239,6.62367
Nijmegen,Nijmegen,Gelderland,51.83482,5.83321
Nijverdal,Hellendoorn,Overijssel,52.35930,6.46860
Nispen,Roosendaal,Noord-Brabant,51.48750,4.46196
Nisse,Borsele,Zeeland,51.44838,3.85129
Nistelrode,Bernheze,Noord-Brabant,51.70122,5.56113
Noardburgum,Tytsjerksteradiel,Fryslân,53.22312,6.00350
Nooitgedacht,Aa en Hunze,Drenthe,52.97008,6.68239
Noorbeek,Eijsden-Margraten,Limburg,50.77082,5.82193
Noord-Scharwoude,Dijk en Waard,Noord-Holland,52.69863,4.79505
Noord-Sleen,Coevorden,Drenthe,52.79691,6.80152
Noordbeemster,Purmerend,Noord-Holland,52.58796,4.94009
Noordbroek,Midden-Groningen,Groningen,53.20151,6.87696
Noordeinde,Alkmaar,Noord-Holland,52.57146,4.83310
Noordeinde Gld,Oldebroek,Gelderland,52.50741,5.87449
Noordeloos,Molenlanden,Zuid-Holland,51.90197,4.94336
Noorden,Nieuwkoop,Zuid-Holland,52.16904,4.83564
Noordgouwe,Schouwen-Duiveland,Zeeland,51.68558,3.94028
Noordhoek,Moerdijk,Noord-Brabant,51.64189,4.53001
Noordhorn,Westerkwartier,Groningen,53.26402,6.38294
Noordlaren,Groningen,Groningen,53.12670,6.66513
Noordscheschut,Hoogeveen,Drenthe,52.72472,6.53343
Noordwelle,Schouwen-Duiveland,Zeeland,51.72165,3.79323
Noordwijk,Noordwijk,Zuid-Holland,52.27100,4.46266
Noordwijk,Westerkwartier,Groningen,53.16666,6.25776
Noordwijkerhout,Noordwijk,Zuid-Holland,52.26331,4.49601
Noordwolde,Het Hogeland,Groningen,53.27836,6.57850
Noordwolde,Weststellingwerf,Fryslân,52.88992,6.13886
Nootdorp,Pijnacker-Nootdorp,Zuid-Holland,52.04296,4.40726
Norg,Noordenveld,Drenthe,53.07388,6.46144
Notter,Wierden,Overijssel,52.33910,6.52046
Nuenen,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,51.47860,5.54946
Nuis,Westerkwartier,Groningen,53.15314,6.30058
Nuland,'s-Hertogenbosch,Noord-Brabant,51.73760,5.43137
Numansdorp,Hoeksche Waard,Zuid-Holland,51.72738,4.45481
Nunhem,Leudal,Limburg,51.24831,5.95819
Nunspeet,Nunspeet,Gelderland,52.37596,5.79124
Nuth,Beekdaelen,Limburg,50.91973,5.87537
Nutter,Dinkelland,Overijssel,52.42038,6.87113
Obbicht,Sittard-Geleen,Limburg,51.02672,5.77925
Obdam,Koggenland,Noord-Holland,52.67815,4.90283
Ochten,Neder-Betuwe,Gelderland,51.91073,5.58560
Odijk,Bunnik,Utrecht,52.04621,5.22112
Odiliapeel,Maashorst,Noord-Brabant,51.64106,5.71876
Odoorn,Borger-Odoorn,Drenthe,52.86140,6.83095
Odoornerveen,Borger-Odoorn,Drenthe,52.84204,6.80778
Oeffelt,Land van Cuijk,Noord-Brabant,51.69803,5.93305
Oegstgeest,Oegstgeest,Zuid-Holland,52.18555,4.47121
Oene,Epe,Gelderland,52.34513,6.05543
Oentsjerk,Tytsjerksteradiel,Fryslân,53.25258,5.88959
Offingawier,Súdwest-Fryslân,Fryslân,53.03606,5.72228
Ohé en Laak,Maasgouw,Limburg,51.11346,5.82655
Oijen,Oss,Noord-Brabant,51.81416,5.50496
Oirlo,Venray,Limburg,51.50921,6.03695
Oirsbeek,Beekdaelen,Limburg,50.95156,5.91007
Oirschot,Oirschot,Noord-Brabant,51.51046,5.31456
Oisterwijk,Oisterwijk,Noord-Brabant,51.56650,5.21627
Okkenbroek,Deventer,Overijssel,52.28735,6.31535
Olburgen,Bronckhorst,Gelderland,52.04393,6.13079
Oldeberkoop,Ooststellingwerf,Fryslân,52.93952,6.13169
Oldebroek,Oldebroek,Gelderland,52.42953,5.92231
Oldeholtpade,Weststellingwerf,Fryslân,52.88803,6.05012
Oldeholtwolde,Weststellingwerf,Fryslân,52.91607,5.98713
Oldehove,Westerkwartier,Groningen,53.30126,6.39217
Oldekerk,Westerkwartier,Groningen,53.22914,6.33167
Oldelamer,Weststellingwerf,Fryslân,52.87486,5.90494
Oldemarkt,Steenwijkerland,Overijssel,52.82541,5.95722
Oldenzaal,Oldenzaal,Overijssel,52.30933,6.91627
Oldenzijl,Het Hogeland,Groningen,53.39136,6.72056
Oldeouwer,De Fryske Marren,Fryslân,52.90789,5.79260
Oldetrijne,Weststellingwerf,Fryslân,52.85267,5.94639
Olst,Olst-Wijhe,Overijssel,52.33726,6.13296
Olterterp,Opsterland,Fryslân,53.06799,6.11329
Ommel,Asten,Noord-Brabant,51.42784,5.73371
Ommen,Ommen,Overijssel,52.51625,6.43478
Ommeren,Buren,Gelderland,51.93581,5.47714
Onderdendam,Het Hogeland,Groningen,53.33032,6.58268
Onna,Steenwijkerland,Overijssel,52.77324,6.15638
Onnen,Groningen,Groningen,53.15726,6.65531
Onstwedde,Stadskanaal,Groningen,53.02205,7.04296
Ooij,Berg en Dal,Gelderland,51.85845,5.91411
Ooltgensplaat,Goeree-Overflakkee,Zuid-Holland,51.67567,4.32774
Oost West en Middelbeers,Oirschot,Noord-Brabant,51.46721,5.25455
Oost-Graftdijk,Alkmaar,Noord-Holland,52.54713,4.82119
Oost-Souburg,Vlissingen,Zeeland,51.46823,3.60573
Oostburg,Sluis,Zeeland,51.32451,3.47829
Oostdijk,Reimerswaal,Zeeland,51.44953,4.07555
Oosteind,Oosterhout,Noord-Brabant,51.65347,4.90483
Oosterbeek,Renkum,Gelderland,51.98561,5.83805
Oosterbierum,Waadhoeke,Fryslân,53.23727,5.50963
Oosterblokker,Drechterland,Noord-Holland,52.66397,5.12512
Oosterend,Terschelling,Fryslân,53.38145,5.49308
Oosterend,Texel,Noord-Holland,53.08250,4.99626
Oosterhesselen,Coevorden,Drenthe,52.75322,6.73002
Oosterhout,Oosterhout,Noord-Brabant,51.64203,4.85511
Oosterhout,Overbetuwe,Gelderland,51.88227,5.81945
Oosterland,Schouwen-Duiveland,Zeeland,51.64213,4.04183
Oosterleek,Drechterland,Noord-Holland,52.63587,5.20044
Oosternieland,Het Hogeland,Groningen,53.40401,6.75349
Oosterstreek,Weststellingwerf,Fryslân,52.89505,6.16681
Oosterwijk,Vijfheerenlanden,Utrecht,51.87902,5.06957
Oosterwijtwerd,Eemsdelta,Groningen,53.33696,6.81999
Oosterwolde,Ooststellingwerf,Fryslân,53.00186,6.30548
Oosterwolde Gld,Oldebroek,Gelderland,52.47564,5.89408
Oosterzee,De Fryske Marren,Fryslân,52.87007,5.76514
Oosthem,Súdwest-Fryslân,Fryslân,53.01319,5.60034
Oosthuizen,Edam-Volendam,Noord-Holland,52.57905,5.01580
Oostkapelle,Veere,Zeeland,51.57363,3.55002
Oostknollendam,Wormerland,Noord-Holland,52.51666,4.80159
Oostrum,Venray,Limburg,51.53032,6.02306
Oostvoorne,Voorne aan Zee,Zuid-Holland,51.91754,4.09855
Oostwold,Oldambt,Groningen,53.21163,7.04137
Oostwold,Westerkwartier,Groningen,53.20341,6.44065
Oostwoud,Medemblik,Noord-Holland,52.72777,5.08859
Oostzaan,Oostzaan,Noord-Holland,52.45196,4.87611
Ootmarsum,Dinkelland,Overijssel,52.40905,6.89973
Opeinde,Smallingerland,Fryslân,53.13545,6.05994
Opende,Westerkwartier,Groningen,53.16807,6.20494
Ophemert,West Betuwe,Gelderland,51.84642,5.36556
Opheusden,Neder-Betuwe,Gelderland,51.93423,5.62992
Opijnen,West Betuwe,Gelderland,51.83042,5.30778
Oploo,Land van Cuijk,Noord-Brabant,51.59491,5.84136
Opmeer,Opmeer,Noord-Holland,52.70530,4.94477
Oppenhuizen,Súdwest-Fryslân,Fryslân,53.00824,5.69690
Opperdoes,Medemblik,Noord-Holland,52.75727,5.07623
Oranje,Midden-Drenthe,Drenthe,52.91313,6.44455
Oranjewoud,Heerenveen,Fryslân,52.94886,5.97162
Orvelte,Midden-Drenthe,Drenthe,52.85135,6.68192
Ospel,Nederweert,Limburg,51.31571,5.80672
Oss,Oss,Noord-Brabant,51.76493,5.52170
Ossendrecht,Woensdrecht,Noord-Brabant,51.39506,4.33530
Ossenisse,Hulst,Zeeland,51.38398,3.96618
Ossenwaard,Vijfheerenlanden,Utrecht,51.99227,5.13757
Ossenzijl,Steenwijkerland,Overijssel,52.79758,5.92022
Oterleek,Alkmaar,Noord-Holland,52.62863,4.83572
Otterlo,Ede,Gelderland,52.07917,5.79425
Ottersum,Gennep,Limburg,51.71038,5.99637
Ottoland,Molenlanden,Zuid-Holland,51.88757,4.86627
Oud Ade,Kaag en Braassem,Zuid-Holland,52.18616,4.56007
Oud Annerveen,Aa en Hunze,Drenthe,53.08549,6.76590
Oud Gastel,Halderberge,Noord-Brabant,51.58750,4.47830
Oud Ootmarsum,Dinkelland,Overijssel,52.42356,6.91630
Oud Zuilen,Stichtse Vecht,Utrecht,52.13170,5.07142
Oud-Alblas,Molenlanden,Zuid-Holland,51.86019,4.71148
Oud-Beijerland,Hoeksche Waard,Zuid-Holland,51.80970,4.41338
Oud-Vossemeer,Tholen,Zeeland,51.57907,4.18387
Ouddorp,Goeree-Overflakkee,Zuid-Holland,51.79829,3.88885
Oude Meer,Haarlemmermeer,Noord-Holland,52.28966,4.78345
Oude Niedorp,Hollands Kroon,Noord-Holland,52.71898,4.88119
Oude Pekela,Pekela,Groningen,53.09662,7.00118
Oude Wetering,Kaag en Braassem,Zuid-Holland,52.21088,4.64228
Oude Willem,Westerveld,Drenthe,52.89432,6.32700
Oude-Tonge,Goeree-Overflakkee,Zuid-Holland,51.68778,4.21044
Oudebildtzijl,Waadhoeke,Fryslân,53.30952,5.70841
Oudega,De Fryske Marren,Fryslân,52.90950,5.51560
Oudega,Smallingerland,Fryslân,53.11701,5.96735
Oudega,Súdwest-Fryslân,Fryslân,52.99244,5.55328
Oudehaske,De Fryske Marren,Fryslân,52.95989,5.86569
Oudehorne,Heerenveen,Fryslân,52.95824,6.08462
Oudelande,Borsele,Zeeland,51.39705,3.85469
Oudemirdum,De Fryske Marren,Fryslân,52.82685,5.52905
Oudemolen,Moerdijk,Noord-Brabant,51.66376,4.46236
Oudemolen,Tynaarlo,Drenthe,53.05087,6.63505
Oudenbosch,Halderberge,Noord-Brabant,51.59102,4.53577
Oudendijk,Koggenland,Noord-Holland,52.60460,4.98083
Oudenhoorn,Voorne aan Zee,Zuid-Holland,51.81580,4.18428
Ouderkerk aan de Amstel,Ouder-Amstel,Noord-Holland,52.28179,4.91000
Ouderkerk aan den IJssel,Krimpenerwaard,Zuid-Holland,51.94095,4.65500
Oudeschans,Westerwolde,Groningen,53.14579,7.13908
Oudeschild,Texel,Noord-Holland,53.04293,4.87243
Oudeschip,Het Hogeland,Groningen,53.42606,6.80565
Oudeschoot,Heerenveen,Fryslân,52.93487,5.96854
Oudesluis,Schagen,Noord-Holland,52.82171,4.80370
Oudewater,Oudewater,Utrecht,52.01789,4.86022
Oudezijl,Oldambt,Groningen,53.18658,7.19922
Oudheusden,Heusden,Noord-Brabant,51.72049,5.12628
Oudkarspel,Dijk en Waard,Noord-Holland,52.70991,4.78602
Oudkarspel,Schagen,Noord-Holland,52.72157,4.79189
Oudorp,Alkmaar,Noord-Holland,52.63405,4.77527
Ouwerkerk,Schouwen-Duiveland,Zeeland,51.62496,3.98799
Ouwster-Nijega,De Fryske Marren,Fryslân,52.93095,5.80709
Ouwsterhaule,De Fryske Marren,Fryslân,52.93961,5.81259
Overasselt,Heumen,Gelderland,51.77214,5.79699
Overberg,Utrechtse Heuvelrug,Utrecht,52.03473,5.50280
Overdinkel,Losser,Overijssel,52.24098,7.03352
Overlangel,Oss,Noord-Brabant,51.77514,5.67185
Overloon,Land van Cuijk,Noord-Brabant,51.57444,5.93186
Overschild,Midden-Groningen,Groningen,53.27245,6.78107
Overslag,Terneuzen,Zeeland,51.21634,3.90704
Overveen,Bloemendaal,Noord-Holland,52.41129,4.57574
Ovezande,Borsele,Zeeland,51.43461,3.80459
Paasloo,Steenwijkerland,Overijssel,52.81029,6.00227
Pannerden,Zevenaar,Gelderland,51.89450,6.03425
Panningen,Peel en Maas,Limburg,51.33053,5.96662
Papekop,Oudewater,Utrecht,52.05001,4.86006
Papendrecht,Papendrecht,Zuid-Holland,51.83324,4.70334
Papenhoven,Sittard-Geleen,Limburg,51.04312,5.78740
Papenvoort,Aa en Hunze,Drenthe,52.95068,6.71142
Parrega,Súdwest-Fryslân,Fryslân,53.01360,5.46902
Paterswolde,Tynaarlo,Drenthe,53.15312,6.55910
Peazens,Noardeast-Fryslân,Fryslân,53.40220,6.09676
Peest,Noordenveld,Drenthe,53.05490,6.49743
Peins,Waadhoeke,Fryslân,53.20671,5.59883
Peize,Noordenveld,Drenthe,53.15173,6.50101
Peperga,Weststellingwerf,Fryslân,52.85405,6.04564
Pernis Rotterdam,Rotterdam,Zuid-Holland,51.88404,4.39390
Persingen,Berg en Dal,Gelderland,51.84197,5.93432
Pesse,Hoogeveen,Drenthe,52.77207,6.45953
Pesse,Westerveld,Drenthe,52.79296,6.42642
Petten,Schagen,Noord-Holland,52.77618,4.66226
Philippine,Terneuzen,Zeeland,51.28656,3.73878
Piaam,Súdwest-Fryslân,Fryslân,53.03292,5.41497
Piershil,Hoeksche Waard,Zuid-Holland,51.79598,4.33060
Pieterburen,Het Hogeland,Groningen,53.41152,6.44881
Pietersbierum,Waadhoeke,Fryslân,53.21325,5.46004
Pieterzijl,Westerkwartier,Groningen,53.28445,6.27207
Pijnacker,Pijnacker-Nootdorp,Zuid-Holland,52.01506,4.43645
Pingjum,Súdwest-Fryslân,Fryslân,53.11567,5.43231
Plasmolen,Mook en Middelaar,Limburg,51.74005,5.91983
Poederoijen,Zaltbommel,Gelderland,51.80085,5.05381
Poeldijk,Westland,Zuid-Holland,52.02627,4.22345
Polsbroek,Lopik,Utrecht,51.98624,4.87441
Poortugaal,Albrandswaard,Zuid-Holland,51.85549,4.40039
Poortvliet,Tholen,Zeeland,51.54402,4.13510
Poppenwier,Súdwest-Fryslân,Fryslân,53.07775,5.75508
Posterholt,Roerdalen,Limburg,51.12074,6.03438
Prinsenbeek,Breda,Noord-Brabant,51.61166,4.69313
Puiflijk,Druten,Gelderland,51.87271,5.58042
Punthorst,Staphorst,Overijssel,52.61100,6.27110
Purmer,Edam-Volendam,Noord-Holland,52.50290,5.02206
Purmer,Waterland,Noord-Holland,52.47922,4.99983
Purmerend,Purmerend,Noord-Holland,52.50217,4.97114
Purmerland,Landsmeer,Noord-Holland,52.48006,4.91776
Puth,Beekdaelen,Limburg,50.95851,5.87307
Putte,Woensdrecht,Noord-Brabant,51.37336,4.38819
Putten,Putten,Gelderland,52.24390,5.58267
Puttershoek,Hoeksche Waard,Zuid-Holland,51.80380,4.57050
Raalte,Raalte,Overijssel,52.39575,6.26956
Raamsdonk,Geertruidenberg,Noord-Brabant,51.69272,4.90970
Raamsdonksveer,Geertruidenberg,Noord-Brabant,51.69928,4.87842
Raard,Noardeast-Fryslân,Fryslân,53.32762,5.93837
Radewijk,Hardenberg,Overijssel,52.56933,6.71475
Radio Kootwijk,Apeldoorn,Gelderland,52.17467,5.83418
Raerd,Súdwest-Fryslân,Fryslân,53.09808,5.75699
Randwijk,Overbetuwe,Gelderland,51.94722,5.69436
Ransdaal,Voerendaal,Limburg,50.86217,5.89228
Rasquert,Het Hogeland,Groningen,53.37108,6.52892
Ravenstein,Oss,Noord-Brabant,51.79180,5.65089
Ravenswaaij,Buren,Gelderland,51.94513,5.32858
Ravenswoud,Ooststellingwerf,Fryslân,52.97341,6.39031
Readtsjerk,Dantumadiel,Fryslân,53.26711,5.92003
Reahûs,Súdwest-Fryslân,Fryslân,53.07789,5.63678
Reduzum,Leeuwarden,Fryslân,53.11470,5.78345
Reek,Maashorst,Noord-Brabant,51.74081,5.68581
Reeuwijk,Bodegraven-Reeuwijk,Zuid-Holland,52.04599,4.73688
Reeve,Kampen,Overijssel,52.52969,5.88486
Reijmerstok,Gulpen-Wittem,Limburg,50.79930,5.84055
Reitsum,Noardeast-Fryslân,Fryslân,53.32511,5.89705
Rekken,Berkelland,Gelderland,52.09603,6.72186
Renesse,Schouwen-Duiveland,Zeeland,51.74809,3.76962
Renkum,Renkum,Gelderland,51.99153,5.74119
Renswoude,Renswoude,Utrecht,52.06895,5.53416
Ressen,Lingewaard,Gelderland,51.89149,5.86892
Retranchement,Sluis,Zeeland,51.34232,3.39552
Reusel,Reusel-De Mierden,Noord-Brabant,51.34522,5.16236
Reutum,Tubbergen,Overijssel,52.38282,6.84424
Reuver,Beesel,Limburg,51.27769,6.08921
Rha,Bronckhorst,Gelderland,52.05293,6.15143
Rheden,Rheden,Gelderland,52.02701,6.01568
Rhee,Assen,Drenthe,53.03481,6.56473
Rheeze,Hardenberg,Overijssel,52.54941,6.57586
Rheezerveen,Hardenberg,Overijssel,52.57105,6.53947
Rhenen,Rhenen,Utrecht,51.97723,5.57518
Rhenoy,West Betuwe,Gelderland,51.89818,5.14967
Rhoon,Albrandswaard,Zuid-Holland,51.85000,4.45101
Ridderkerk,Ridderkerk,Zuid-Holland,51.86879,4.59611
Ried,Waadhoeke,Fryslân,53.22057,5.58905
Riel,Goirle,Noord-Brabant,51.51788,5.00025
Rien,Súdwest-Fryslân,Fryslân,53.09620,5.66024
Riethoven,Bergeijk,Noord-Brabant,51.35893,5.38634
Rietmolen,Berkelland,Gelderland,52.15314,6.64976
Rijen,Gilze en Rijen,Noord-Brabant,51.58708,4.93024
Rijkevoort,Land van Cuijk,Noord-Brabant,51.66216,5.88951
Rijkevoort-De Walsert,Land van Cuijk,Noord-Brabant,51.65084,5.86030
Rijnsaterwoude,Kaag en Braassem,Zuid-Holland,52.19859,4.67182
Rijnsburg,Katwijk,Zuid-Holland,52.19603,4.44835
Rijpwetering,Kaag en Braassem,Zuid-Holland,52.19474,4.59062
Rijs,De Fryske Marren,Fryslân,52.82048,5.47670
Rijsbergen,Zundert,Noord-Brabant,51.51493,4.69848
Rijsenhout,Haarlemmermeer,Noord-Holland,52.25936,4.70259
Rijssen,Rijssen-Holten,Overijssel,52.30161,6.50487
Rijswijk,Rijswijk,Zuid-Holland,52.03620,4.32603
Rijswijk (GLD),Buren,Gelderland,51.95087,5.35998
Rijswijk (NB),Altena,Noord-Brabant,51.80045,5.01086
Rilland,Reimerswaal,Zeeland,51.42309,4.19805
Rinsumageast,Dantumadiel,Fryslân,53.29089,5.93345
Ritthem,Vlissingen,Zeeland,51.43680,3.67038
Rockanje,Voorne aan Zee,Zuid-Holland,51.88214,4.03974
Roden,Noordenveld,Drenthe,53.13486,6.42877
Roderesch,Noordenveld,Drenthe,53.11509,6.41857
Roderwolde,Noordenveld,Drenthe,53.17492,6.47105
Roelofarendsveen,Kaag en Braassem,Zuid-Holland,52.19274,4.62353
Roermond,Roermond,Limburg,51.19035,6.01023
Rogat,Meppel,Drenthe,52.68726,6.25891
Roggel,Leudal,Limburg,51.27321,5.92333
